LOCH GOIL HEAD,-4.9,56.1
LOCH GOLL,-4.9,56.1
LOCH LACHAICH,-6.2,56.3
LOCH LATHAICH,-6.2,56.3
LOCH LONG,-4.9,56.1
LOCH RANIA,-5.3,55.7
LOCH RANZA,-5.3,55.7
LOCH STRIVEN,-5.1,56.0
LOCHLONG,-4.9,56.1
LOCK RYAN,-5.0,54.9
LOCK RYAN &amp; BELFAST,-5.0,54.9
LOCK STRIVEN,-5.1,56.0
LOLEIYA,42.7,15.7
LONDON,-0.1,51.5
LONDON DOCKS,0.1,51.5
LONDONDERRY,-7.2,55.0
LONDONDERRY AND MOVI,-7.3,55.0
LONG HARBOR,114.3,22.4
LONG HOPE,-3.2,58.8
LONG HOPE SCAPA,-3.2,58.8
LONGHOPE,-3.2,58.8
LORENCO MARQUES,32.5,-26.0
LOS PALMOS,-16.1,28.6
LOUGH LARNE,-5.8,54.9
LOURENCE MARQUES,32.5,-26.0
LOURENCO MARQUES,32.6,-26.0
LOUREUCO MARQUES,32.5,-26.0
LOWESTOFT,1.8,52.5
LOWETOFT,1.8,52.5
LUANDA,13.2,-8.8
LUDEITZ BAY,14.5,-23.0
LUDENTZ BAY,14.5,-23.0
LUNE,-2.9,54.0
LYME REGIS,-2.9,50.7
LYNESS,-3.2,58.8
LYTTELTON,172.7,-43.6
LYTTLETON,172.7,-43.6
M MOORINGS PORTSMOUT,-1.1,50.8
M S J PORTSMOUTH,-1.1,50.8
M S JETTY PORTSMOUTH,-1.1,50.8
MA QIL,47.8,30.6
MACHAS,80.2,13.0
MADDALENA,9.4,41.2
MADDALINA,9.4,41.2
MADDELENA,9.4,41.2
MADEIRA,-16.9,32.7
MADRAS,80.2,13.0
MAFUNGA,36.6,-18.3
MAGIL,47.8,30.6
MAHE,55.5,-4.6
MAIN TIC QUAY,-1.5,55.0
MAJUNGA,46.3,-15.7
MALACCA,102.2,2.2
MALAGA,-4.4,36.7
MALMO,13.0,55.6
MALTA,14.4,35.9
MALTA (G H),14.5,35.9
MALTA (G.H),14.5,35.9
MALTA (G.H.),14.5,35.9
MALTA (GH),14.5,35.9
MALTA GH,14.5,35.9
MALTA MASAXLOBB,14.5,35.8
MALTAR,14.4,35.9
MAN OF WAR,-2.2,50.6
MANAPAM,79.1,9.3
MANCHESTER,-2.2,53.5
MANDAPAM,79.1,9.3
MANDAPAN,80.2,9.8
MANGALORE,74.8,12.9
MANILA,121.0,14.6
MANILA BAY,120.8,14.5
MANNUS ISLAND,147.0,-2.2
MANSA BAY,39.1,-5.0
MANSARELOKK,14.5,35.8
MANUO,168.6,-17.7
MANUS,143.6,-1.3
MANUS IS,147.0,-2.2
MANUS ISLAND,147.0,-2.1
MANUS ISLANDS,147.0,-2.2
MANZA BAY,39.1,-5.0
MAR DEL PALTA,-57.5,-38.0
MAR DEL PLATA,-57.5,-38.0
MARE ISLAND,-122.3,38.1
MARGATE,1.4,51.4
MARGIL,47.8,30.6
MARLBOROUGH SOUNDS,174.2,-41.0
MARSA,14.5,35.8
MARSA HOKK,14.5,35.8
MARSA XLOKK,14.5,35.8
MARSAXLOKK,14.5,35.8
MARSAXLOKK BAY,14.5,35.8
MARSEILLAS,5.4,43.3
MARSEILLES,5.4,43.3
MARTA SEIROCCO,14.5,35.8
MARTINIQUE,-61.0,14.7
MARUS,135.3,34.2
MASIRA,58.7,20.5
MASIRA CHANNEL,58.7,20.5
MASIRAH,58.8,20.4
MASLAR CREEK PORTSMO,-1.1,50.8
MASSAWA,39.5,15.6
MATADI,13.4,-5.8
MATRAS,80.2,13.0
MATSA ISLAND,119.9,26.1
MAURITIS,57.5,-20.2
MAURITIUS,57.6,-20.3
MAYOTTA,45.2,-12.8
MCVAGISSEY,-4.8,50.3
MEDAN,98.7,3.6
MEDIL,-3.0,56.2
MELBOURNE,145.0,-37.8
MENTON,7.5,43.8
MERCURY BAY,175.8,-36.8
MERKLANDS WHARF,-4.3,55.9
MERMEL KEBIS,-0.7,35.7
MERS EL KEBIR,-0.7,35.7
MERSA HALAIB,36.6,22.2
MERSEY BAY,-3.2,53.5
MERSING,103.8,2.4
METHIE,97.5,17.3
METHIL,-3.0,56.2
METHILL,-3.0,56.2
MEYOR ISLAND,177.8,-29.2
MIAMI,-80.2,25.8
MIDDLE DOCK S. SHIEL,-1.4,55.0
MIDDLE DOCK SOUTH SH,-1.4,55.0
"MIDDLE DOCK, SOUTH S",-1.4,55.0
MILFORD HAVEN,-5.1,51.7
MILFORD SOUND,167.9,-44.7
MIN RIVER,119.5,26.1
MIN RIVER ENTRANCE,119.5,26.1
MIN RIVER OUTER BANK,119.5,26.1
MIN RIVER OUTER BAR,119.5,26.1
MIRS BAY,114.4,22.6
MISIRA,-16.0,13.6
MITHEL,43.9,13.7
MITSUHAMA,132.7,33.9
MKOANI,39.6,-5.4
MOBILE,-88.0,30.7
MOLACCA,102.2,2.2
MOMBASA,39.2,-6.2
MONROVIA,-10.8,6.3
MONTE VIDEO,-56.2,-34.9
MONTEGO BAY JAMAICA,-77.9,18.5
MONTEVIDEO,-56.2,-34.9
MONTREAL,-73.6,45.5
MONTSERRAT,-62.2,16.7
MOOREA,-149.8,-17.5
MORIB ANCHORAGE,101.4,2.8
MORMUGAO,73.8,15.4
MORSE DOCK,-74.0,40.7
MORSE D DOCK,-74.0,40.7
MORSE D. DOCK NEW BR,-74.0,40.7
MORSE DAY DOCK,-74.0,40.7
MORSE DOCK,-74.0,40.7
MORSE `D` DOCK NEW B,-74.0,40.7
MORSEL BAY,22.2,-34.1
MORTON BAY,9.2,4.0
MOSYTH,-3.4,56.0
MOTHER BANK,-1.1,50.8
MOTHERBANK,-1.1,50.8
MOVILLE,-7.0,55.2
MUDROS,25.3,39.9
MUKALLA,49.1,14.5
MULLER,-73.7,18.4
MURMANSK,33.1,69.0
MURRAYS ANCHORAGE,-64.7,32.4
MURRAY`S ANCHORAGE,-64.7,32.4
MUSCAL,58.6,23.6
MUSCAT,58.6,23.6
MUSGRAVE CHANNEL,-5.9,54.6
MYKONI,25.3,37.5
N ARM HONG KONG,114.2,22.3
N BASE JAHORE,103.8,1.5
N O B NORFOLK,-76.3,36.9
N O B NORFOLK,-76.3,36.9
N SHIELDS,-1.5,55.0
N W HONG KONG,114.1,22.3
N WALL HONG KONG,114.1,22.3
NA AND NW HONG KONG,114.2,22.3
NA HONG KONG,114.2,22.3
NA WALL HONG KONG,114.2,22.3
NAGASAKI,129.9,32.8
NAGLE COVE,175.3,-36.1
NAKOS,25.5,37.1
NALACCA,102.2,2.2
NALLACCA,102.2,2.2
NANKING,118.8,32.1
NANOOSE,-124.2,49.2
NAPIER,176.9,-39.5
NAPLES,14.4,40.9
NASSAU,-77.3,25.1
NAVAL BASE SINGAPORE,103.9,1.3
NAVAL BASE S`PORE,103.8,1.5
NAVAL DOCKYARD BERMU,-64.8,32.3
NAVARIN,5.8,36.1
NB JAHORE,103.8,1.5
NEB TOWER,-1.0,50.7
NEPTUNE YARD,-1.6,55.0
NEW BROOKLYN,-74.9,39.7
NEW CALEDONIA,165.5,-21.5
NEW CASTLE,-1.6,55.0
NEW ORLEANS,-90.1,30.0
NEW YORK,-74.0,40.7
NEW YORK PIER 88,-74.0,40.8
NEWCASTLE ON TYNE,-1.6,55.0
NEWPORT NEWS,-76.4,37.0
NEWQUAY,-5.1,50.4
NICE,7.2,43.7
NIL,31.1,30.2
NO 1 TROT FORT BLOCK,-1.1,50.8
NO 10 DOCK,-1.1,50.8
NO 10 DOCK DEVONPORT,-4.2,50.4
NO 13 BUOY COLOMBO,79.9,6.9
NO 14 PIERMONT,-73.9,41.0
NO 17 BUOY ROSYTH,-3.4,56.0
NO 2 BASIN PORTSMOUT,-1.1,50.8
NO 2 DOCK ROSYTH,-3.4,56.0
NO 2 GLADSTONE DOCK,-3.0,53.4
NO 2 ROSYTH,-3.4,56.0
NO 2 TROT FORT BLOCK,-1.1,50.8
NO 3 BASIN PORTSMOUT,-1.1,50.8
NO 3 DOCK GOVAN,-4.3,55.9
NO 4 PIER NORFOLK,-76.3,36.9
NO 401 BERTH GUAM,144.7,13.4
NO 46 DOCK SOUTHAMPT,-1.4,50.9
NO 5 BASIN,-1.1,50.8
NO 7 TROT FORT BLOCK,-1.1,50.8
NO 7 TROT PORTSMOUTH,-1.1,50.8
NO 8 BERTH DEVONPORT,-4.2,50.4
NO 8 DOCK PORTSMOUTH,-1.1,50.8
NO C 3 BERTH TRINCOM,81.2,8.6
NO. 46 DOCK SOUTHAMP,-1.4,50.9
NOCIO BERTH TRINCOMA,81.2,8.6
NORFOLK,-76.3,36.8
NORFOLK BAY,147.8,-43.0
NORFOLK IS,167.9,-29.0
NORFOLK VA,-76.3,36.9
NORMANDY,0.0,49.0
NORMANDY BEACHEAD,-0.9,49.4
NORTH ARM HONG KONG,114.2,22.3
NORTH ARM WALL HONG,114.2,22.3
NORTH CORNER JETTY,-1.1,50.8
NORTH LANTAU,113.9,22.2
NORTH SHIELDS,-1.5,55.0
NORTH SHIELDS AND HE,-1.5,55.0
NORTH WALL HONG KONG,114.2,22.3
NORTH WALL PORTSMOUT,-1.1,50.8
NORTH WOOLWICH,0.1,51.5
NORTH WOOLWICK,0.1,51.5
NOSEI BE,48.2,-13.3
NOSSI BE,48.2,-13.3
NOUMEA,166.4,-22.3
NOUMEA SEA,166.4,-22.3
NOUMEA FISHERMANS BA,166.4,-22.3
NOUVEA,166.4,-22.3
NTH SHIELDS,-1.5,55.0
NUHUALOFA,-175.2,-21.1
NUKUALOFA,-175.2,-21.1
NUNEA,166.4,-22.3
NURVEA,178.8,-16.5
NURVERA,178.8,-16.5
NURVRA,178.8,-16.5
NW HONG KONG,114.1,22.3
NW PORTSMOUTH,-1.1,50.8
NWW HONG KONG,114.1,22.3
NWW PORTSMOUTH,-1.1,50.8
OAMARU,171.0,-45.1
OBAN,-5.5,56.4
OCEAN IS,169.5,-0.9
OCEAN ISLAND,169.5,-0.9
OCHAKOV,31.5,46.6
ODESSA,30.7,46.5
OH MERCURY BAY,175.8,-36.8
OH RED MERCURY I,175.9,-36.6
OH RED MERCURY ISLAN,175.9,-36.6
OH WAIKAWAI BAY,175.5,-36.6
OKHA,69.1,22.5
ONEATA,178.5,-18.9
OPORTO,-8.6,41.1
ORAN,-0.6,35.7
OSLO,10.8,59.9
OSLO QUAY,10.8,59.9
OTARU,141.0,43.2
P DEL ESTE,-79.1,8.4
P SAID,32.3,31.3
P SUDAN,37.2,19.6
P. SUDAN,37.2,19.6
PAGO PAGO,-170.7,-14.3
PAHI BAY,174.3,-35.3
PAHMA,2.6,39.6
PAHUA,-149.3,-17.7
PAK LEAK,113.8,22.0
PALERMO,13.4,38.1
PALK BAY,79.5,9.1
PALK STRAITS,79.8,10.0
PALLIKULA BAY,167.2,-15.5
PALMA,2.6,39.6
PANAMA,-79.5,9.0
PANAMA CANAL,-79.9,9.3
PANAMA CITY,-79.5,9.0
PANANG,122.7,14.3
PARACELE ISLAND,112.2,16.5
PARLATORIA WHARF,14.5,35.9
PARLATORIO WHARF,14.5,35.9
PARLATORIO WHARF MAL,14.5,35.9
PAROS,25.1,37.1
PAROS STRAIT,25.1,37.1
PASCAGOULA,-88.6,30.4
PASIR PANJANG,103.8,1.3
PATRAS,21.7,38.2
PAYTA,-77.3,7.9
PEARL HARBOUR,-158.0,21.4
PEARL HARBOR,-158.0,21.4
PEARL HARBOUR,-158.0,21.3
PEARL HARBOUR (BARM,-158.0,21.3
PENANG,100.3,5.4
PENANY,100.2,5.4
PENDING,110.4,1.6
PENG CHAN HOI,114.2,22.5
PENG CHAN ROADS,121.5,31.7
PENZANCE,-5.5,50.1
PERIM,43.4,12.7
PERSIAN GULF,51.0,27.0
PERY MAIN TIC QUAY,-1.5,55.0
PERY MAIN TIC QUEY,-1.5,55.0
PHILADELPHIA,-75.2,40.0
PICTON,174.0,-41.3
PICTOU,-62.7,45.7
PIRAEUS,23.6,38.0
PIRAUES,23.6,38.0
PLOVER COVE,114.2,22.5
PLYMOUTH,-4.1,50.4
PLYMOUTH BAY,-70.6,42.0
PLYMOUTH SONNA,-4.2,50.3
PLYMOUTH SOUND,-4.2,50.3
POINT CRUZ,159.9,-9.4
POINT FORTIN,-61.7,10.2
POLL BAY,-5.3,58.1
POMPEY,-1.1,50.8
PONAM,146.9,-1.9
PONTA DELGADA,-25.7,37.7
POR D JANEIRO,-43.2,-22.9
PORT STANLEY,-57.9,-51.7
PORT ABERCROMBIE,175.3,-36.1
PORT ADELAIDE,138.5,-34.9
PORT AMELIA,40.5,-13.0
PORT AU PRINCE,-72.3,18.5
PORT AUGUSTA,15.2,37.2
PORT BALLANTYNE,-5.1,55.9
PORT BANNATYNE,-5.1,55.9
PORT BARENICA,35.5,23.9
PORT BLAIR,92.8,11.7
PORT BONET,-4.0,5.2
PORT CASTRIES,-61.0,14.0
PORT CHALMERS,170.6,-45.8
PORT DARWIN,130.8,-12.4
PORT DICKSON,101.8,2.5
PORT ELIZABETH,25.6,-34.0
PORT FITZROY,175.3,-36.2
PORT GLASGOW,-4.7,55.9
PORT GOVAN,-4.3,55.9
PORT HARCOURT,7.0,4.8
PORT IBRAHAM,32.6,29.9
PORT IBRAHIM,32.6,29.9
PORT JEFFERSON,-73.1,40.9
PORT KALLONI,26.2,39.2
PORT KEMBLA,150.8,-34.4
PORT LEWIS,57.5,-20.2
PORT LINCOLN,135.9,-34.7
PORT LOUIS MAURITIUS,57.5,-20.2
PORT MAURITIUS,57.5,-20.2
PORT MELBOURNE,144.9,-37.8
PORT OF LOS ANGELES,-118.3,33.7
PORT OF SPAIN,-61.5,10.7
PORT OF SPAIN TRINID,-61.5,10.7
"PORT OF SPAIN, TRINI",-61.5,10.7
PORT ORCHARD,-122.6,47.5
PORT PHILLIP,144.9,-38.1
PORT ROYAL,-76.8,18.0
PORT SAID,32.3,31.3
PORT SAID DOCKYARD,32.3,31.3
PORT SAUNDERS,-57.3,50.6
PORT SHELLER,114.3,22.4
PORT SHELTER,114.3,22.4
PORT SHELTON,-123.1,47.2
PORT STANLEY,-57.9,-51.7
PORT SUDAN,37.2,19.6
PORT SUEZ,32.5,30.0
PORT SUNLIGHT,-3.0,53.3
PORT SWEFFINHAM,101.4,3.0
PORT SWELTENHAM,101.4,3.0
PORT SWETTENHAM,101.4,3.0
PORT SWETTENHOUSE,101.4,3.0
PORT SWETTONHOUSE,101.4,3.0
PORT SWITEHAM,101.4,3.0
PORT T,32.6,29.9
PORT T.,32.6,29.9
PORT TEMPIK,32.6,29.9
PORT TENFIK,32.6,29.9
PORT TEWFICK,32.6,29.9
PORT TEWFIK,32.6,29.9
PORT THEWFIK,32.6,29.9
PORT TOWNSEND,-122.8,48.1
PORT TREBUKI,24.6,38.8
PORT T`,32.6,29.9
PORT VICTORIA,55.5,-4.6
"PORT VICTORIA, MAHI",55.5,-4.6
PORT WILLIAM,-57.8,-51.7
PORT. SEYCHELLES,55.5,-4.6
PORT. T,32.6,29.9
PORT. T`,32.6,29.9
PORT. `T,32.6,29.9
PORTA PRAYA,-23.5,14.9
PORTLAND,-2.4,50.5
PORTLAND HARBOUR,-2.5,50.6
PORTO PRAYA,-23.5,14.9
PORTSMOUTH,-1.1,50.8
PORTSMOUTH D 4,-1.1,50.8
PORTSMOUTH HARBOUR,-1.1,50.8
PORTSMOUTH NO 15 DOC,-1.1,50.8
PORTSMOUTH NO 5 BERT,-1.1,50.8
PORTSMOUTH NW,-1.1,50.8
PORTSMOUTH VA,-76.3,36.8
POUTA DELGADA,-25.7,37.7
PRINCE RUPERT B.C.,-130.3,54.3
PRINCES D,-4.3,55.9
PRINCES DOCK,-3.0,53.4
PRINCES DOCK GLASGOW,-4.3,55.9
PRINCESS DOCK,-3.0,53.4
PRINCESS DOCK BOMBAY,72.9,18.9
PROFRIANO,8.9,41.7
PUERTO BELGRANO,-62.1,-38.9
PUERTO CORRAL,-73.4,-39.9
PUERTO MONIT,-72.9,-41.5
PUERTO MONTT,-72.9,-41.5
PUNTA ARENAS,-70.9,-53.1
PUNTA ARINAS,-70.9,-53.1
PUNTA DEL ESTE,-79.1,8.4
PYRMOND JETTY,151.2,-33.9
QUEBEC,-72.0,47.5
R N BASE SINGAPORE,103.8,1.5
RAF BASE SELETAR,103.9,1.4
RAJANG,111.2,2.1
RANGOON,96.2,16.8
RANGOON RIVER,96.3,16.5
RAPHAEL,4.7,43.6
RAS GARIB,33.1,28.4
RECIFE,-34.9,-8.1
RED BAY,-6.0,55.1
RENOWN ANCHORAGE,175.1,-37.6
REPAIR BASE SAN DIEG,-117.2,32.7
RESYTH,-3.4,56.0
REYKJAVIK,-21.9,64.1
REYKJAVIT,-21.9,64.1
RINNIGILL PIER,-3.2,58.8
RIO DE JAMAIRO,-43.2,-22.9
RIO DE JANARO,-43.2,-22.9
RIO DE JANEIRO,-43.2,-22.9
RIO DE JANIERO,-43.2,-22.9
RIO GRANDE DO SUL,-51.2,-30.0
RIO JANEIRO,-43.2,-22.9
RISAHALLY,-7.3,55.0
RIVER PLATE,-57.0,-35.0
RIVER YARROW,152.1,-29.7
RN BASE SINGAPORE,103.8,1.4
ROBINS DRY DOCK,-74.0,40.7
ROCKY ISLE,119.3,10.8
ROLLWAY JETTY COCHIN,76.2,10.0
ROSAIRO,-60.7,-33.0
ROSEAU,-61.4,15.3 
ROSEAU DOMINICA,-61.4,15.3
ROSENEATH,-4.8,56.0
ROSTHSAY,-5.1,55.8
ROSYTH,-3.4,56.0
ROSYTH DECKYARD,-3.4,56.0
ROSYTH IN NO 1 DOCK,-3.4,56.0
ROSYTH IN NO. 1 DOCK,-3.4,56.0
ROSYTH IN THE BASIN,-3.4,56.0
ROTHESAY,-5.1,55.8
ROTHESAY BAY,-5.1,55.8
ROTHESAY CLYDE,-5.1,55.8
ROTHSAY,-5.1,55.8
ROTHSAY BAY,-5.1,55.8
ROTTERDAM,4.5,51.9
ROYAL ALBERT DOCK,-0.1,51.5
ROYAL ALBERT DOCKS,-0.1,51.5
ROYAL ALBERT DRY DOC,0.1,51.5
ROYAL ROADS,-123.6,48.2
ROYALE ALBERT DOCK,0.1,51.5
ROYALE ALBERTS DRY D,0.1,51.5
RUS AL HADD,59.8,22.5
RYDE,-1.2,50.7
S EDINBURGH CHANNEL,1.3,51.5
S R J PORTSMOUTH,-1.1,50.8
S SHIELDS,-1.4,55.0
SABIC BAY,120.2,14.7
SAGAMI BAY,139.2,35.3
SAIGON,106.7,10.8
SAINT JOHN,-52.7,47.5
SALAMIS,23.5,38.0
SALDANHA,18.0,-33.1
SALDANHA BAY,18.0,-33.1
SALDANNA BAY,18.0,-33.1
SALDENHA BAY,18.0,-33.1
SALEMO,14.7,40.5
SALEMO BAY,14.7,40.5
SALEN BAY,-10.0,54.2
SALERNO BAY,14.8,40.7
SALONIKA,23.0,40.7
SAMARANG,111.1,1.7
SAMOS BAY,20.6,38.3
SAN DEIGO USA,-117.2,32.7
SAN DIEGO,-117.2,32.7
SAN DIEGO USA,-117.2,32.7
SAN FANCISCO,-122.4,37.8
SAN FRANCISCO,-122.4,37.8
SAN FRANCISCO BAY,-122.4,37.8
SAN PEDRO BAY,122.3,12.5
SAN TROPAZ,6.6,43.3
SAN TROPEZ,6.6,43.3
SANCHIAKWAN,126.5,33.5
SANDAHAM,121.0,14.6
SANDAHAN,118.1,5.8
SANDAKAN,118.0,5.8
SANDEKAN,118.1,5.8
SANTA MARGHERITA,14.9,38.5
SANTIAGO DE CUBA,-75.8,20.0
"SANTOS, BRAZIL",-46.3,-23.9
"SANTOS,BRAZIL",-46.3,-23.9
SARAGOON HARBOUR,103.9,1.4
SARDAM BAY,15.0,77.6
SARDIS FJORD,-22.9,66.0
SASEBO,129.7,33.2
SAUGOR ISLAND,88.1,21.7
SAVANNAH,-81.1,32.1
SAVU SAVU,178.5,-16.6
SCALPSIE BAY,-5.1,55.8
SCAPA,-3.1,58.9
SCAPA BAY,-3.0,59.0
SCAPA FLOW,-3.1,58.9
SCAPA FLOW LA,-3.1,58.9
SCAPA FLOW PENTLAND,-3.1,58.9
SCAPA FLOWS,-3.1,58.9
SCARBOROUGH,-0.5,53.9
SCOTSTOWN,-5.6,56.7
SCOTTS BASIN GREENOC,-4.8,55.9
SCOTTS GREENOCK,-4.8,55.9
SCOTTS YARD,-4.8,55.9
SCRANGOON HARBOUR,103.9,1.4
SEA AT PANAMA CANAL,-79.9,9.3
SEADLER HARBOUR,147.3,-2.0
SEATTLE,-122.3,47.6
SEATTLE &amp; PORT TOWNS,-122.3,47.6
SEEADLER HARBOUR,147.3,-2.0
SEGAMI WAN,139.4,35.3
SEIDISFJORD,-13.8,65.3
SELETAR,103.9,1.4
SELETAR ROAD,103.9,1.4
SELLTER,11.1,59.0
SERAGOON,103.9,1.4
SERANGEAU,101.9,-3.4
SERANGOON,103.9,1.4
SERANGOON ANCH,103.9,1.4
SERANGOON ANCHORAGE,103.9,1.4
SERANGOON HARBOUR,103.9,1.4
SERANGOON HBR,103.9,1.4
SEVASTAPOL,33.5,44.6
SEVASTOPOL,33.5,44.6
SEYCHELLES,55.7,-4.6
SEYCHELLIS,55.7,-4.6
SEYDIOFJORDUS,-13.8,65.3
SEYDIS FJORD,-22.9,66.0
SEYDISFJONDUR,-13.8,65.3
SEYDISFJORD,-13.8,65.3
SEYDISFJORDUR,-13.8,65.3
SEYDISJORDEN,-13.8,65.3
SEYDISLFJORD,-22.9,66.0
SFAX,10.8,34.7
SHANGHAI,121.5,31.2
SHARJAH,55.8,25.0
SHAWAMIYA,55.9,17.9
SHEERNESS,0.8,51.4
SHEERNESS &amp; CHATHAM,0.8,51.4
SHIELDHALL,-4.4,55.9
SHINAS,56.5,24.7
SHOR KUWAI,56.4,26.4
SHOTLEY,1.2,52.0
SHUWAMIYA,55.9,17.9
SIERRA LEONE,-13.2,8.5
SIMONS BAY,18.4,-34.2
SIMONS TOWN,18.4,-34.2
SIMONSTOWN,18.4,-34.2
SIMONTOWN,18.4,-34.2
SIMON`S TOWN,18.4,-34.2
SINCLAIR BAY,-3.1,58.5
SING. NAVAL BASE,103.8,1.5
SINGAPORE,103.9,1.3
SINGAPORE BASE,103.8,1.4
SINGAPORE FLOATING D,103.7,1.3
SINGAPORE KEPPEL HAR,103.8,1.3
SINGAPORE N B,103.8,1.5
SINGAPORE N.B.,103.8,1.5
SINGAPORE NAVAL,103.8,1.5
SINGAPORE NAVAL BASE,103.9,1.3
SINGAPORE NAVAL YARD,103.8,1.5
SINGAPORE NB,103.8,1.4
SINGAPORE RAILS,103.8,1.3
SINGAPORE ROAD,103.8,1.3
SINGAPORE ROADS,103.8,1.3
SITRAH ANCHORAGE,50.6,26.1
SKAGEN,15.5,68.0
SKELMORLIE,-4.9,55.9
SKIATHOS,23.5,39.2
SKIPNESS,-5.3,55.8
SKIPNESS BAY,-5.3,55.8
SMOOGROO BAY,-2.1,58.9
SO SHIELDS,-1.4,55.0
SORRABAYA,112.8,-7.2
SORRENTO,14.4,40.6
SOURABAYA,112.8,-7.2
SOUTH BASIN BERMUDA,-64.8,32.3
SOUTH BOSTON,-71.0,42.3
SOUTH GEORGIA,-36.8,-54.2
SOUTH NORFOLK,-73.2,41.9
SOUTH SHIELDS,-1.4,55.0
SOUTH WALL ROSYTH,-3.4,56.0
SOUTHAMPTON,-1.4,50.9
SOUTHEND,0.7,51.5
SOUTHPOINTE,-80.1,33.0
SPETSAI,23.1,37.3
SPITHEAD,-1.1,50.8
ST KITTS,-62.8,17.3
ST DUNDEE,-3.0,56.5
ST GEORGE HARBOR,-61.8,12.1
ST. GEORGE HARBOUR,-61.8,12.1
ST GEORGE'S HARBOR,-61.8,12.1
ST. GEORGE'S HARBOR,-61.8,12.1
ST GEORGE'S HARBOUR,-61.8,12.1
ST. GEORGE'S HARBOUR,-61.8,12.1
ST GEORGE`S HARBOR,-61.8,12.1
ST. GEORGE`S HARBOR,-61.8,12.1
ST GEORGE`S HARBOUR,-61.8,12.1
ST. GEORGE`S HARBOUR,-61.8,12.1
ST GEORGES HARBOR,-61.8,12.1  
ST GEORGES HARBOUR,-61.8,12.1
ST GEORGES HARBOR G,-61.8,12.1  
ST GEORGES HARBOUR G,-61.8,12.1
ST HELENA,-5.7,-15.9
ST. HELENA,-5.7,-15.9 
ST IVIE,-5.5,50.2
ST. IVIE,-5.5,50.2
ST JOHN,-55.1,49.3
ST JOHNS,-52.7,47.5
ST JOHNS HARBOR,-52.7,47.5
ST JOHNS HARBOUR,-52.7,47.5     
ST JOHN`S,-52.7,47.5
ST JOHN`S HARBOR,-52.6,47.6
ST JOHN`S HARBOUR,-52.6,47.6
ST. JOHN`S,-52.7,47.5
ST. JOHN`S HARBOR,-52.7,47.5
ST. JOHN`S HARBOUR,-52.7,47.5
ST. JOHN'S,-52.7,47.5
ST. JOHN'S HARBOR,-52.7,47.5  
ST. JOHN'S HARBOUR,-52.7,47.5 
ST KILTS,-62.7,17.3
ST. KILTS,-62.7,17.3
ST KITTS,-62.8,17.3
ST LUCIA,-61.0,13.9
ST. LUCIA,-61.0,13.9
ST PAULS BAY,14.4,35.9
ST. PAULS BAY,14.4,35.9
ST PETERSBURG,30.3,59.9
ST. PETERSBURG,30.3,59.9
ST THOMAS,-59.6,13.2
ST. THOMAS,-59.6,13.2
ST TROPEZ,6.6,43.3
ST. TROPEZ,6.6,43.3 
ST VINCENT,-25.0,16.8
ST. VINCENT,-25.0,16.8 
STARLING INLET,114.2,22.5
START BAY,-3.6,50.2
STATEN ISLAND,-74.2,40.6
STATTEN ISLAND,-74.2,40.6
STAWANGER,5.8,59.0
STOCKHOLM,18.1,59.3
STOKER BAY,-1.2,50.8
STOKES BAY,-1.2,50.8
STOKES BAY SOLENT,-1.2,50.8
STONEWAY,-6.4,58.2
STORE JETTY SINGAPOR,103.8,1.4
STROUL BAY,-4.8,56.0
SUBIC BAY,120.2,14.7
SUBIE BAY,120.2,14.7
SUDA BAY,24.2,35.5
SUEZ,32.5,30.0
SUEZ BAY,32.5,29.9
SUEZ CANAL,32.5,29.9
SULLAN VOC.,-1.3,60.5
SUNDERLAND,-1.4,54.9
SUR,59.5,22.6
SURABAYA,112.8,-7.2
SUVA,178.4,-18.1
SWAFOW,116.7,23.4
SWAMSEA,-4.0,51.6
SWAN HUNTERS WALLSEN,-1.6,55.0
SWANSEA,-4.0,51.6
SWASOW,116.7,23.4
SWATAW,116.7,23.4
SWATON,-0.3,52.9
SWATOW,116.7,23.4
SWAVOW,116.7,23.4
SYDENHAM JETTY,174.3,-0.7
SYDNEY,151.2,-33.9
SYRACUSE,15.3,37.1
T C Q NORTH SHIELDS,-1.5,55.0
T I C,-1.5,55.0
T I C BUOY NO SHIEL,-1.5,55.0
T I C N SHIELDS,-1.5,55.0
T I C NORTH SHIELDS,-1.5,55.0
T I C QUAY NORTH SHI,-1.5,55.0
T O B,-4.8,56.0
T O B B1 BERTH,-4.8,56.0
T.C. QUAY,-1.5,55.0
T.I.C. DOCK,-1.5,55.0
T.I.C. DOCK N SHIELD,-1.5,55.0
T.I.C. Q.,-1.5,55.0
TABLE BAY,18.4,-33.9
TACOMA,-122.4,47.3
TACOMA &amp; ILLAHEE,-122.4,47.3
TAI O,113.9,22.2
TAI PO,114.0,22.3
TAIHOO,114.0,22.3
TAIHOO DOCK,114.2,22.3
TAIKO WAN,114.1,22.3
TAIKOO,114.2,22.3
TAIKOO DOCK,114.2,22.3
TAIKOO DOCKYARD,114.2,22.3
TAIL O BANK,-4.8,56.0
TAIL O THE BANK,-4.8,56.0
TAIL OF BANK,-4.8,56.0
TAIL OF BANK B5,-4.8,56.0
TAIL OF BANK CLYDE,-4.8,56.0
TAIL OF THE BANK,-4.8,55.9
TAIL OF THE BANK CLY,-4.8,56.0
